country_region_code;country_region;sub_region_1;sub_region_2;metro_area;iso_3166_2_code;census_fips_code;place_id;date;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/09/2020;-10;2;38;-30;-27;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/09/2020;-7;5;44;-27;-27;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/09/2020;-10;2;26;-30;-28;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/09/2020;-20;-4;2;-32;-27;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/09/2020;-21;-5;-4;-30;-7;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/09/2020;-21;-7;0;-31;0;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/09/2020;-12;0;29;-30;-27;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/09/2020;-14;2;17;-29;-25;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/09/2020;-15;2;17;-28;-23;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/09/2020;-15;1;20;-29;-24;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/09/2020;-19;0;12;-29;-23;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/09/2020;-22;-4;5;-27;-4;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/09/2020;-23;-9;1;-30;-1;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/09/2020;-16;3;11;-31;-21;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/09/2020;-14;4;14;-27;-21;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/09/2020;-12;7;17;-23;-21;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/10/2020;-12;7;13;-25;-19;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/10/2020;-19;3;-9;-26;-20;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/10/2020;-17;1;8;-23;-7;3
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/10/2020;-17;-6;3;-30;-6;4
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/10/2020;-21;-5;32;-50;-73;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/10/2020;-15;4;7;-24;-21;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/10/2020;-14;2;23;-23;-18;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/10/2020;-12;5;23;-25;-19;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/10/2020;-18;1;15;-25;-18;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/10/2020;-19;-4;23;-24;-4;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/10/2020;-21;-7;15;-28;-2;5
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/10/2020;-15;2;19;-28;-18;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/10/2020;-17;1;4;-27;-17;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/10/2020;-17;1;7;-25;-16;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/10/2020;-16;3;9;-26;-16;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/10/2020;-20;4;4;-26;-15;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/10/2020;-24;-3;-3;-28;-5;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/10/2020;-27;-10;-5;-33;-4;6
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/10/2020;-28;-5;-26;-35;-17;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/10/2020;-28;-6;-37;-36;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/10/2020;-19;3;-10;-29;-15;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/10/2020;-17;2;0;-29;-15;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/10/2020;-21;5;-2;-27;-15;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/10/2020;-26;-3;-19;-32;-6;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/10/2020;-35;-14;-47;-41;-8;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/10/2020;-20;0;-7;-32;-16;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/10/2020;-21;0;-18;-31;-16;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/10/2020;-17;3;-4;-29;-15;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/10/2020;-15;6;6;-27;-15;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/10/2020;-26;2;-10;-36;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;31/10/2020;-35;-6;-27;-43;-8;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/11/2020;-44;-20;-47;-51;-13;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/11/2020;-27;-3;-23;-40;-18;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/11/2020;-20;1;-18;-34;-17;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/11/2020;-21;0;-17;-33;-17;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/11/2020;-22;-1;-23;-36;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/11/2020;-30;-3;-36;-39;-19;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/11/2020;-30;-5;-37;-39;-10;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/11/2020;-37;-16;-48;-46;-12;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/11/2020;-24;-1;-19;-38;-19;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/11/2020;-22;0;-15;-35;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/11/2020;-22;1;-12;-34;-19;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/11/2020;-20;1;-8;-36;-19;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/11/2020;-24;11;-18;-35;-19;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/11/2020;-56;-33;-55;-60;-23;18
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/11/2020;-57;-40;-56;-62;-26;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/11/2020;-23;1;-14;-37;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/11/2020;-22;-1;-16;-36;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/11/2020;-22;-3;-13;-35;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/11/2020;-19;1;-9;-36;-19;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/11/2020;-22;9;-16;-35;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/11/2020;-53;-31;-43;-56;-23;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/11/2020;-53;-35;-45;-58;-26;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/11/2020;-20;4;-18;-38;-18;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/11/2020;-20;2;-23;-37;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/11/2020;-23;-2;-33;-39;-18;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/11/2020;-19;3;-24;-37;-18;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/11/2020;-19;10;-21;-33;-18;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/11/2020;-50;-28;-54;-57;-20;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/11/2020;-51;-33;-60;-62;-24;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/11/2020;-30;-7;-30;-55;-49;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/12/2020;-44;-24;-21;-67;-75;33
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/12/2020;-11;15;-11;-28;-15;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/12/2020;-12;11;-15;-33;-16;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/12/2020;-24;7;-39;-37;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/12/2020;-48;-24;-54;-56;-18;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/12/2020;-50;-32;-64;-61;-22;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/12/2020;-28;-6;-37;-56;-49;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/12/2020;-45;-24;-42;-69;-75;34
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/12/2020;-12;12;-21;-30;-15;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/12/2020;-17;4;-32;-36;-16;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/12/2020;-22;6;-34;-35;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/12/2020;-39;-18;-40;-46;-12;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/12/2020;-42;-25;-55;-51;-16;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/12/2020;-15;6;-28;-35;-16;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/12/2020;-13;7;-22;-32;-16;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/12/2020;-13;8;-23;-32;-15;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/12/2020;-8;12;-7;-29;-16;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/12/2020;-15;11;-21;-28;-16;9
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/12/2020;-36;-15;-39;-39;-13;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/12/2020;-34;-17;-36;-42;-13;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/12/2020;-1;24;-12;-32;-30;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/12/2020;2;27;0;-29;-32;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/12/2020;3;41;-7;-30;-35;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/12/2020;-16;19;-9;-49;-64;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/12/2020;-77;-84;-26;-76;-86;30
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/12/2020;-44;-31;-17;-47;-32;14
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/12/2020;-45;-32;-43;-49;-19;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/12/2020;-8;11;-15;-40;-42;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/12/2020;-7;13;-14;-39;-42;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/12/2020;-1;35;4;-35;-41;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;31/12/2020;-19;29;-19;-51;-57;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/01/2021;-83;-87;-51;-81;-87;40
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/01/2021;-58;-36;-42;-54;-36;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/01/2021;-54;-36;-48;-48;-22;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/01/2021;-15;12;-23;-34;-18;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/01/2021;-17;6;-21;-34;-17;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/01/2021;-18;4;-23;-34;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/01/2021;-18;3;-21;-36;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/01/2021;-23;10;-31;-37;-17;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/01/2021;-57;-34;-58;-56;-23;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/01/2021;-56;-37;-57;-56;-23;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/01/2021;-16;12;-22;-38;-17;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/01/2021;-17;6;-23;-38;-18;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/01/2021;-15;6;-16;-36;-19;8
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/01/2021;-20;2;-23;-42;-23;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/01/2021;-60;-15;-44;-54;-32;18
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/01/2021;-70;-33;-56;-64;-36;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/01/2021;-71;-41;-57;-64;-35;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/01/2021;-56;-16;-35;-54;-33;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/01/2021;-59;-17;-48;-56;-34;18
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/01/2021;-62;-22;-52;-57;-35;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/01/2021;-61;-17;-53;-58;-36;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/01/2021;-66;-17;-57;-62;-48;26
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/01/2021;-78;-43;-77;-72;-43;24
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/01/2021;-74;-37;-68;-68;-39;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/01/2021;-64;-25;-58;-66;-49;25
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/01/2021;-64;-23;-57;-65;-50;25
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/01/2021;-63;-22;-48;-63;-49;24
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/01/2021;-61;-17;-48;-63;-49;24
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/01/2021;-64;-14;-56;-63;-48;26
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/01/2021;-73;-34;-66;-68;-40;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;31/01/2021;-78;-45;-78;-74;-41;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/02/2021;-60;-15;-53;-64;-47;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/02/2021;-60;-16;-53;-64;-48;24
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/02/2021;-61;-18;-47;-63;-48;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/02/2021;-61;-17;-49;-63;-48;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/02/2021;-63;-15;-56;-63;-48;25
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/02/2021;-73;-34;-68;-69;-39;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/02/2021;-77;-42;-74;-73;-39;18
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/02/2021;-59;-16;-51;-63;-47;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/02/2021;-61;-17;-57;-64;-48;24
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/02/2021;-60;-15;-49;-62;-46;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/02/2021;-60;-15;-52;-64;-47;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/02/2021;-60;-7;-42;-60;-45;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/02/2021;-69;-26;-51;-65;-35;18
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/02/2021;-68;-30;-48;-66;-32;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/02/2021;-56;-8;-33;-61;-48;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/02/2021;-62;-15;-45;-66;-63;28
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/02/2021;-58;-11;-43;-60;-45;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/02/2021;-58;-11;-44;-61;-45;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/02/2021;-60;-5;-50;-60;-44;23
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/02/2021;-74;-35;-76;-72;-36;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/02/2021;-72;-34;-61;-68;-32;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/02/2021;-55;-9;-35;-60;-43;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/02/2021;-56;-8;-39;-59;-44;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/02/2021;-56;-9;-29;-58;-43;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/02/2021;-56;-7;-41;-60;-44;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/02/2021;-56;1;-42;-58;-42;22
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/02/2021;-65;-19;-41;-60;-29;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/02/2021;-67;-25;-40;-61;-27;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/03/2021;-53;-3;-36;-58;-42;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/03/2021;-54;-3;-34;-57;-42;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/03/2021;-53;-4;-25;-56;-42;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/03/2021;-55;-5;-40;-59;-43;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/03/2021;-55;1;-37;-56;-42;21
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/03/2021;-63;-18;-34;-59;-29;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/03/2021;-67;-25;-44;-63;-27;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/03/2021;-49;4;-32;-57;-41;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/03/2021;-51;-1;-27;-56;-42;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/03/2021;-52;-2;-23;-55;-41;19
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/03/2021;-52;0;-33;-57;-42;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/03/2021;-54;2;-32;-55;-40;20
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/03/2021;-63;-17;-39;-59;-27;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;14/03/2021;-66;-23;-38;-60;-23;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;15/03/2021;-42;4;-15;-51;-34;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;16/03/2021;-42;5;-13;-50;-35;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;17/03/2021;-42;4;-5;-48;-33;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;18/03/2021;-41;9;-9;-49;-34;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;19/03/2021;-43;13;-16;-48;-33;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;20/03/2021;-58;-10;-29;-55;-21;14
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;21/03/2021;-61;-19;-27;-57;-19;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;22/03/2021;-42;6;-11;-50;-34;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;23/03/2021;-42;5;-13;-49;-34;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;24/03/2021;-42;5;-8;-48;-33;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;25/03/2021;-40;9;-8;-48;-34;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;26/03/2021;-47;10;-23;-50;-34;17
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;27/03/2021;-58;-8;-33;-55;-20;14
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;28/03/2021;-63;-23;-34;-58;-19;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;29/03/2021;-43;4;-17;-52;-35;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;30/03/2021;-42;8;-20;-50;-35;16
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;31/03/2021;-39;14;-5;-46;-35;14
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;01/04/2021;-35;28;-18;-47;-37;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;02/04/2021;-61;-1;-22;-67;-72;34
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;03/04/2021;-55;3;-31;-55;-26;15
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;04/04/2021;-68;-49;-36;-59;-18;12
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;05/04/2021;-27;15;10;-43;-36;13
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;06/04/2021;-26;13;4;-40;-27;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;07/04/2021;-27;11;9;-39;-27;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;08/04/2021;-26;17;6;-40;-26;10
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;09/04/2021;-33;14;-8;-41;-26;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;10/04/2021;-50;-1;-33;-48;-17;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;11/04/2021;-50;-11;-7;-46;-15;7
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;12/04/2021;-30;10;-8;-43;-25;11
PT;Portugal;;;;;;ChIJ1SZCvy0kMgsRQfBOHAlLuCo;13/04/2021;-33;9;-22;-44;-25;12
